Coffee,Description,scores,valid_date,polarity_textblob,subjectivity_textblob,neg_nltk,neu_nltk,pos_nltk,compound_nltk,value_flair,score_flair,flesch,kincaid_grade,coleman_liau_index,ari,dale_chall_readability,difficult_words,text_standard,flesch_corrected,kincaid_grade_corrected,ari_corrected,dale_chall_readability_corrected,len_review
Blue Bottle,"The best Affogato in the city! I love it -- it's a very bright and open spaced café. The only reason why I rated them with 4 stars, is that they don't have any outlets and no WiFi. I had only 1% battery and thought I would be able to charge it here, while I enjoy my Affogato, but that was unfortunately not the case. Overall, very yummy and they play pretty good music.",4.0,2018-09-13,0.3925,0.6480769230769231,0.1145,0.65,0.5934999999999999,0.9693,POSITIVE,0.9951653480529785,82.04,5.4,4.63,5.0,5.87,7,4th and 5th grade,82.04,5.4,5.0,5.87,370
Blue Bottle,No wifi. That's crazy in this day and age. WiFi is the main thing I need at a coffee shop. No chai tea either.,2.0,2018-09-12,-0.21666666666666667,0.6166666666666667,0.4656666666666667,0.736,0.0,-0.7003,NEGATIVE,0.9978645443916321,105.66,0.5,0.19,-0.4,0.4,0,0th and 1st grade,100.0,0.5,1.0,0.4,110
Blue Bottle,"Favorite coffee on the block for sure!! Great staff-cool atmosphere-and most importantly, great products!",5.0,2018-09-07,0.0,0.7777777777777778,0.0,0.284,0.0,0.9365,POSITIVE,0.9967142343521118,64.37,6.0,15.67,13.0,7.37,3,8th and 9th grade,64.37,6.0,13.0,7.37,105
Blue Bottle,"Very relaxing, lots of space, counters, table along the window, big community round table..Tables along the windows is great natural lighting for people to study and do their work. .Counter space meaning there's a bar where you can watch them make drinks. It's quite nice and relaxing. .Big community round table - great for large groups or one who wants to spread their work all over. .Drink - so I tried their elder berry sparkling water with cold brew. It wasn't my favorite, due to the flavor and not enough sweetness. It was just different, either love or dont like it. They were nice to let me switch back to my regular. .My regular to go to is the new Orleans. But the girl told me they have oat milk and I'm like yasss! It's one of my new favorites so this is how your order it. One new Orleans with oat milk.  .Of thing I noticed about their coffee is that its strong, and they serve you these big ice cubes which slowly melts and doesn't water down your coffee. .Overall this is one of my new blue bottle coffee spot to actually chill when I'm in the city. Comfy with space, and air flowing in and out which is quite refreshing. Thanks for reading and have a yelptastic day!",5.0,2018-09-03,0.20005844155844157,0.4561819257131757,0.2425,0.801,0.26744444444444443,0.9859,POSITIVE,0.9931373596191406,74.63,8.3,7.14,10.2,6.09,19,6th and 7th grade,74.63,8.3,10.2,6.09,1184
Blue Bottle,Hello to the best coffee in www. Blue bottle made me such a coffee snob. Why do you have to be so good. My bf and I are literally addicted to Oat Nola. We could finish 2 in an hour. Yes it is that good.,5.0,2018-08-29,0.49999999999999994,0.45,0.333,0.68,0.4703333333333333,0.9078,POSITIVE,0.9989620447158813,97.7,1.5,-0.05,-1.2,5.06,3,4th and 5th grade,97.7,1.5,1.0,5.06,202
Blue Bottle,"This Blue Bottle Shop has more flow customer coming and look more upscale than the Berkeley location.I adore their interior design of this corner coffee shop. It amazes and reminds me that, things don't always have to have a bunch of items in a room in order to catch ones eye. Best way to describe it is a simple and mellow vibe close to the SF ball park a couple blocks down.The iced coffee to me was a little bit bitter and water down. I'm pretty sure there was a couple of grounds inside the pitcher that were not caught by the filter. I like coffee strong and that was NOT strong at all. I notice they do ""pour overs"" big fan of that, and will be back soon to see how well executed they can make one.Just note this place does have support or have WIFI like most shops would. No pets are allowed in the shop, so be ready to tie your four legged friend outside, to the nearest pole within eye distance.",3.0,2018-08-20,0.24174382716049383,0.4442110177404295,0.186,0.757,0.265,0.9865,POSITIVE,0.9996329545974731,79.94,8.3,6.62,10.8,6.23,15,6th and 7th grade,79.94,8.3,10.8,6.23,905
Philz Coffee - Golden,"This place cinnamon rolls brings me happiness! There hot Chocolate is amazing and the coffee is too. Im sure all locations are great, but this is where i had my experience.",5.0,2019-05-30,0.6125,0.7177777777777778,0.0,0.739,0.3075,0.8016,POSITIVE,0.9993782043457031,77.94,4.9,7.05,5.3,6.18,4,5th and 6th grade,77.94,4.9,5.3,6.18,172
Philz Coffee - Golden,"I used to love Philz, especially when they first opened on mission, the original location, you would even see Phil himself! It was great to watch someone go from having a spot to sell coffee in a grocery store on Folsom and 24th to owning the spot and turning it into his own coffee shop, then to expand into owning multiple shops around the city and in other cities! I even worked here for a time. That was years ago. First of all, we used so much beans for one cup- enough to make a whole family a whole pot of coffee in one cup- and to cut it we use cream w 60% milk fat! That's the whole reason it's 1)addictive 2)expensive. No matter, it was fun, original and it worked! Phil knew what he was doing. The difference between a small and a large is abt 3 coffee beans and 1/4 cup more water, so again- great marketing and great way to get that money. All of this is fine and still much better quality then the cancerous fake coffee they sell at nasty Starbucks. Fast forward to years later- the whole menu has been simplified. Everyone who works there hates their jobs, probably bc they're never gonna get paid enough, so that's understandable, can't blame them. But it certainly carries over to the quality of the beverages which aren't getting cheaper. I don't want to pay $5 for a stomach ache made by a sad underpaid and overwhelmed employee, especially knowing what the quality once was and has now been reduced to, as with any chain store. I'm sad to say that over the last 3 years especially Philz has declined tremendously in quality, but they're making so much money, who cares right? It's just a hype now. All it's done is raised the price of an average cup of coffee in every neighborhood you'd find a Philz. That being said, there's a donut shop across the street with no line that's very affordable although less ""cool"" and another one on the other corner owned by very sweat Thai women, they have very affordable food and beverages, don't care if you're the coolest hipster in SF, they are more than happy to serve you and you will get that small business appreciation feeling!",1.0,2019-05-20,0.12112929894179894,0.5413690476190475,0.16499999999999998,0.835,0.20333333333333334,0.9604,POSITIVE,0.9985671043395996,75.13,8.1,7.43,10.1,6.21,37,10th and 11th grade,75.13,8.1,10.1,6.21,2093
Philz Coffee - Golden,"Taste: 5Value: 4Service: good!Stopped by this place for some caffeine after a trip to the Asian Art Museum just around the corner, and the quality did not disappoint. Came with some others who had a special roast (sorry guys, I forgot the name because...I don't actually drink coffee) - but they were wowed! This was their first experience with Philz (they are Starbucks people), and they could taste the complexity of the beans. I'm glad it was a hit with everyone. I got my usual Philz go to drink - the mint mojito mocha special! The perfect punch of caffeine without as strong a coffee flavor. It wasn't overly sweet either, which I also appreciated. Thankful that great coffee places make some things for those of us who want (or need) a little splash of caffeine but appreciate some other unique flavor profiles than straight coffee.",5.0,2019-05-15,0.3039880952380952,0.5490896358543418,0.211,0.705,0.2508333333333333,0.9903,POSITIVE,0.9999141693115234,70.13,8.0,9.16,10.3,6.72,20,9th and 10th grade,70.13,8.0,10.3,6.72,839
Philz Coffee - Golden,"Ordered through the app twice and got sweeteners and milk in my coffee even tho I selected none. Customer service refers to ""make sure to double check order"" even though my order was right in the first beginning. No compensation or anything. Really disappointed paying twice for a mistake made on their crappy app.",1.0,2019-04-27,-0.2455357142857143,0.5015873015873016,0.48150000000000004,0.772,0.108,-0.8516,NEGATIVE,0.9999926090240479,66.23,7.4,9.5,8.1,6.35,7,7th and 8th grade,66.23,7.4,8.1,6.35,314
Philz Coffee - Golden,"Cool!  Chill environment. My first time ordering coffee from Philz and very happy with my experience!Staff super helpful and friendly.  Wasn't exactly sure how to order and when I let the girl who took my order know that, she was very helpful in helping me choose my coffee and customizing it to a tasty perfection. Loved her patience and friendly demeanor. It's busy in here! Always someone at the counter. But the line moves quick and the work flow is really efficient.  I love the organization: you order your drink first, that way they work on it while you wait in line to pay. By the time you've paid, your drink is ready!! I ordered a ""Philtered Soul"" coffee. It's so fresh and strong. Awesome.I also ordered an egg avocado that I was expecting to be sort of quickly made.  I wasn't expecting it to taste so good and fresh. The toast was so soft and the crust had a perfect crunch to it. They seasoned the toast really well too, tasted like olive oil, garlic, salt and pepper... PLUS a chopped hard-boiled egg was like the cherry on top.  I'm raving about this because I'm so happy and surprised. The first time I ever went to a Philz, I told myself I wouldn't go again because my experience wasn't good at all. I'm glad I came here though because this store is so different and just made my experience good, I'd love to come back.",5.0,2019-04-14,0.4240972222222221,0.5540849673202616,0.118,0.682,0.42433333333333323,0.998,POSITIVE,0.9996352195739746,80.21,6.1,7.02,7.7,5.86,22,7th and 8th grade,80.21,6.1,7.7,5.86,1337
Philz Coffee - Golden,"So I came here because this coffee shop is only available in San Francisco and it was recommend to me by multiple San Fran residents. I really loved the space and environment of this place and the service is impeccable. You go up to the baristas who are really knowledgeable of all the drinks there and will help you pick out what you really need (especially for someone like me who isn't an avid coffee drinker) and then you go to the next line where you pay for your beverage/meal. Everything up to this point was really great, the seating was comfortable, there's free water and a bathroom; but the coffee was no Bueno. I really wish I can give this place a five star because the customer service was amazing but the coffee itself was wayyy to sweet to the point where I had two sips and my stomach was upset. I definitely should have went up and explained but I was in a rush and didn't have time to stand in line. I feel as though this review is semi-incomplete so I do recommend people to come by and try their coffee. If it wasn't for the sweetest, I can see why people love their coffee. Definitely will come back next time for a redo !",2.0,2019-04-05,0.4008333333333333,0.5261904761904762,0.0,0.776,0.21739999999999998,0.9889,NEGATIVE,0.6757137179374695,63.93,10.3,7.26,10.7,6.36,21,11th and 12th grade,63.93,10.3,10.7,6.36,1144
Philz Coffee - Golden,"Philz gave me chillz... and the sh*tz (but that's normal). The coffee was delicious, but I felt a little attacked by the barista. I am not an avid Philz connoisseur, so I simply asked for an iced almond milk latte, to which he responded somewhat snootily, ""we handcraft everything here, so that's not I thing. But I can make something like that"". It hurt me a little bit emotionally, but the superb coffee healed me right up.",4.0,2019-03-25,0.23895089285714285,0.6880952380952381,0.175,0.746,0.25866666666666666,0.1919,NEGATIVE,0.8299424052238464,81.22,5.8,7.13,7.6,7.07,13,7th and 8th grade,81.22,5.8,7.6,7.07,425
Philz Coffee - Golden,"This is most likely my favorite coffee place to grab a good drink. I usually drink tea and the Philz tea is delicious. The quality sometimes varies based on who makes it and the customer service isn't too great, probably the location. I love Philz and I'm sad they no longer have a location on Van Ness. I walk to this location instead now. The mobile ordering app makes it very easy to pre-order, walk-In, and leave without much social interaction. This saves me a lot of time!",4.0,2019-03-19,0.47458333333333336,0.7060606060606059,0.21350000000000002,0.728,0.26925,0.8675,POSITIVE,0.9999178647994995,75.61,5.8,6.66,5.8,5.88,9,5th and 6th grade,75.61,5.8,5.8,5.88,478
Philz Coffee - Golden,"I was inclined to get the Iced Mint Mojito Coffee again (because it's THAT good), but decided to go with a warm drink given the rainy San Francisco weather. I went with the Philtered Soul, a medium blend coffee, with sugar and cream and it was SO GOOD. I'm not huge on my hot coffee being too sweet, so I was worried the chocolatey notes plus the sugar and cream would be a little too much, but it was the perfect amount. Also, big shoutout to Leon, one of the baristas, who made our experience one I will always remember. He had the warmest personality and hooked my friend and I up with a Kouign Amann!",5.0,2019-03-18,0.5284722222222221,0.6,0.0,0.747,0.20500000000000002,0.9717,POSITIVE,0.9997511506080627,73.31,8.8,6.62,10.0,6.42,12,6th and 7th grade,73.31,8.8,10.0,6.42,604
Philz Coffee - Golden,"Friendly staff and they are  very helpful for finding the right drinks , store is very large with a lot of seating and they have amazing coffee and I really recommend the Mint Mojito",5.0,2019-03-02,0.0,0.49880952380952387,0.0,0.677,0.0,0.9167,POSITIVE,0.9609670639038086,54.9,13.8,9.3,16.4,7.67,5,15th and 16th grade,54.9,13.8,14.0,7.67,182
Philz Coffee - Golden,I must say it's the best!!! As the moment you walk in to the moment you take that sip!! It was my first time visiting this coffee shop before my interview.  The young gal was so nice and not only that we connected on the boldness of the coffee with a splash of cinnamon!! Would definitely visit again-,5.0,2019-02-28,0.625,0.5888888888888889,0.0,0.786,0.156,0.9347,POSITIVE,0.999748170375824,82.14,5.4,5.5,5.6,5.99,6,5th and 6th grade,82.14,5.4,5.6,5.99,301
Philz Coffee - Golden,"Not bad. Good service, good iced coffee, nice Wifi. Just a bit pricey, but comes with quality. Would come back occassionally.",4.0,2019-02-25,0.5083333333333333,0.5733333333333334,0.0,0.681,0.7115,0.4717,POSITIVE,0.7682405114173889,81.29,3.7,7.14,5.6,5.49,2,5th and 6th grade,81.29,3.7,5.6,5.49,125
Philz Coffee - Golden,"Mint mojito is my favorite coffee drink of all time! Creamy and not too sweet. There was a line on Monday around 1 PM, but it moved quickly.",5.0,2019-02-20,0.41041666666666665,0.7166666666666667,0.132,0.856,0.175,0.1411,POSITIVE,0.999922513961792,95.88,2.2,3.51,2.3,1.03,1,3rd and 4th grade,95.88,2.2,2.3,1.03,140
Philz Coffee - Golden,"As always, the staff have it all under control. The ordering system keeps everything running smoothly and you'll never wait too long for your drink. If you already know the deal, I don't need to explain about the coffee. For those that don't, Philz make the most wonderful drinks--their iced mint mojito is a life changer and so perfectly sweet, refreshing, and delicious. Sadly the coffee I had here wasn't quiiiiite up to the usual standard. I guess it didn't taste as strong as usual? I'm sure it was just an off day as Philz is pretty much my go-to. Huge space if you're laptopping.",3.0,2019-02-19,0.24433333333333337,0.6420138888888889,0.203,0.756,0.3406666666666667,0.9619,POSITIVE,0.9985345602035522,75.1,6.0,7.18,6.8,6.39,14,6th and 7th grade,75.1,6.0,6.8,6.39,586
Philz Coffee - Golden,"Being from the East Coast, I've never been to Philz Coffee or heard much about it. I ended up here before the Women's March and was impressed with the personal touch this coffee shop chain has. It feels like something straight out of the 90s. Maybe ""Friends"" would hang out here. The staff was very chill and friendly despite large crowds for the nearby event. Prices were fair too and there was plugs and Wi-Fi which was great because my phone always seems to be dying in San Francisco. I had a chai tea and it was great. I will go back to Philz Coffee again and consider this shop if I'm back in the area.",5.0,2019-02-01,0.45218253968253963,0.4607142857142857,0.0,0.83,0.27480000000000004,0.966,POSITIVE,0.9995049238204956,90.6,4.2,5.97,5.8,5.31,7,5th and 6th grade,90.6,4.2,5.8,5.31,607
Philz Coffee - Golden,"I'm giving this place 5 stars, why? It's a chain you say, you're so hipster you say....you're so TRENDY--no, I'm friendly. And the workers here are too. Splendid service, prompt and moving, there's plenty space to sit but the only thing is is that being in the location it is, it gets packed and people WILL fight you for charging stations (this almost happened to me once. ALMOST) anyway. I need to stop using caps, I swear it's the caffeine. This place is best for a break when you just need coffee and back to work you go.",5.0,2019-01-31,0.4305555555555556,0.5599999999999999,0.327,0.814,0.27266666666666667,0.684,POSITIVE,0.9956335425376892,88.77,4.9,6.03,7.3,5.9,9,5th and 6th grade,88.77,4.9,7.3,5.9,525
Philz Coffee - Golden,"Spectacular cup of super clean tasting java  Perfect recommendation, great service, cool vibe",4.0,2019-01-22,0.0,0.7777777777777778,0.0,0.324,0.0,0.9493,POSITIVE,0.9967984557151794,32.9,11.9,17.1,14.4,11.57,6,11th and 12th grade,32.9,11.9,14.0,9.9,93
Philz Coffee - Golden,"Reasonably priced coffee and tea, great and tasty options, quick service, tasty looking eats (will get some next time). The mint mojito iced coffee was really good! Somewhat limited seating options, but then again I came on MLK day...",5.0,2019-01-21,0.36755952380952384,0.43214285714285716,0.0,0.846,0.1505,0.5428,POSITIVE,0.9892890453338623,75.2,6.0,9.32,8.8,7.12,7,6th and 7th grade,75.2,6.0,8.8,7.12,234
Philz Coffee - Golden,"Before I go any further, I feel like I need to start this with a disclaimer - I LOVE Philz.  Across every single one I've been to (including this one), I've never had a poorly made drink nor have I had to suffer through an awful experience.  As such, it feels both weird and uncomfortable to be giving them just a three star review.  It's just that, with all due respect, I'm not nearly as fond of where this location is as any of the others I've been to...Like any other fan of Philz that's out there, I've made my way through (most of) their menu and I've found my personal list of go-to drinks.  Mint Mojito, Tesora, Mocha Tesora, Gingersnap, Philz Harmonic...any of these will instantly put a smile on my face!  Specifically here, both the Tesoras and Mint Mojitos that I've had from here were just as good as the ones I've had from any other Philz.Unfortunately though, while the drinks and service have been (mostly) fine, I don't particularly enjoy coming here.  It's not Philz's fault, and the Tenderloin/Civic Center area is improving, but I hate how I seem to get panhandled every time I come/leave here (sorry if that sounds elitist, but it's true).  What's more, with their spot on Van Ness temporarily closed, the lines here can get longer than normal.  Add in how nearby parking isn't always readily available and coming here isn't exactly drama-free.If this happened to be the only Philz that was around, or if I happened to work in the area regularly, I'd be much more willing to endure the hassles in order to get my regular fix of Philz coffee.  However, with so many other locations around SF (and the Bay Area) that are much more accessible to where I frequent, I'll save making a return trip here for the next time I have to go to City Hall or do jury duty at McAllister.  Which, hopefully, won't be sooner and will be far, far later.",3.0,2019-01-11,0.05023448773448775,0.5129969623872063,0.2105,0.874,0.20228571428571432,0.8322,POSITIVE,0.9952273368835449,-251.64,131.6,9.14,167.5,22.28,43,131st and 132nd grade,0.0,20.0,14.0,9.9,1855
Philz Coffee - Golden,"This place is great! Not only for the delicious food and drinks (Specifically Canopy of Heaven and Phil'z Ice Tea), but the charismatic customer service. Thank you Leon and Amanda for making our first experience a pleasant and comfortable one. We were at this location because we had to go to the Federal building across the street and decided to hangout at Phil'z for about 5+ hours because the environment was a great one! Breakfast burritos (great portion size)Avocado toast with egg and za'atar (BOMB)Baklava (delicious)",5.0,2019-01-07,0.5430555555555555,0.835,0.0,0.752,0.35150000000000003,0.9786,POSITIVE,0.9997438788414001,62.48,8.8,10.9,11.2,7.43,16,11th and 12th grade,62.48,8.8,11.2,7.43,524
Central Haight,"the coffee was pretty good, not crazy expensive, and the cashier/owner(??) was so kind and helpful. the place itself is small but cute, with a couple tables (perfect for a coffee date). highly recommend that you check it out, especially for the service and the atmosphere",5.0,2018-08-09,0.3433333333333334,0.804,0.0,0.669,0.413,0.9463,POSITIVE,0.9987896084785461,41.71,18.9,10.46,24.7,8.66,8,18th and 19th grade,41.71,18.9,14.0,8.66,271
Central Haight,Very cute little coffee shop also serve sight glass coffee here. Friendly service as well.,4.0,2018-05-10,0.303125,0.6666666666666666,0.0,0.583,0.487,0.8221,POSITIVE,0.9746385812759399,80.78,3.9,8.95,6.2,0.37,0,2nd and 3rd grade,80.78,3.9,6.2,0.37,90
Central Haight,This is my go-to when you want simple but well-made breakfast/lunches. And the coffee is always good. It's a one-person show so prepare to be a little patient when it gets busy - but at least everything is made to order/fresh.,5.0,2018-04-28,0.28541666666666665,0.4314285714285715,0.0,0.878,0.235,0.6124,POSITIVE,0.9989976286888123,74.9,6.1,7.35,7.1,1.45,2,6th and 7th grade,74.9,6.1,7.1,1.45,226
Central Haight,Service is always great. Love getting the kids the fresh squeezed oj while I get my coffee and morning bun.,5.0,2017-05-27,0.6000000000000001,0.6166666666666667,0.0,0.602,0.45499999999999996,0.891,POSITIVE,0.9890342950820923,86.71,3.7,6.18,4.3,0.5,0,3rd and 4th grade,86.71,3.7,4.3,0.5,107
Central Haight,Awesome coffee and one of the best pastrami sandwiches I've ever had - it was served on delicious dutch crunch and perfectly toasted. My friends loved the service and will definitely be back!,5.0,2016-08-07,1.0,0.6833333333333332,0.0,0.488,0.474,0.9802,POSITIVE,0.9992966651916504,63.7,8.4,10.5,10.0,7.88,7,7th and 8th grade,63.7,8.4,10.0,7.88,191
Central Haight,"I couldn't muscle through the thick air of pretentiousness spilling out of Ritual across the street, so I ended up here and it was a good choice. It's a cool little place. Chill old-school gypsy jazz type-stuff playing on the speakers while I was there, Good vibe, seemed like the customers coming in were loyal to this place. And the barista was a nice guy.Only reason I knocked it down from 5 stars was due to the pedestrian mainstream-brand food products, stuff like Oroweat bread and english muffins and philadelphia cream cheese, which is all just not my personal preference...so go ahead, half of you call me a snob and the other half call me an environmentalist.",4.0,2016-07-22,0.2909722222222222,0.4521825396825397,0.158,0.806,0.3085,0.9413,NEGATIVE,0.8108113408088684,67.12,11.2,9.76,15.5,7.25,16,11th and 12th grade,67.12,11.2,14.0,7.25,669
Central Haight,"I've recently started going to this spot to do work in the mornings, and I love it. It's a tiny little shop, but it's quaint and has an incredibly well-priced menu. The sun that reflects in through the front windows makes me happy and get good vibes going any day. I'll be coming here frequently while I live in the Haight.",5.0,2016-04-27,0.33892045454545455,0.5722222222222222,0.0,0.827,0.2495,0.91,POSITIVE,0.999038815498352,81.33,5.7,6.08,6.5,6.21,7,5th and 6th grade,81.33,5.7,6.5,6.21,323
Central Haight,"Cafe Mec is a great addition to the Upper Haight neighborhood. The space has been renovated beautifully, and the shop gives off a hip, East London-meets-San Francisco vibe. My friend and I stopped in for Iced Coffees and weren't disappointed. The two men working in the store were friendly and prompt. Glad to see these types of businesses popping up in the Haight :)",5.0,2015-11-12,0.21875,0.7142857142857143,0.121,0.683,0.28025,0.9676,POSITIVE,0.999858021736145,75.61,5.8,8.8,7.6,7.02,11,6th and 7th grade,75.61,5.8,7.6,7.02,367
Le Cafe du,"This is my neighborhood favorite. I could come here and sit with a latte or glass of wine for hours. I feel like I'm in France for the time I'm there. The jazz and international music is fantastic and the live performances on some evenings is incredible. Also, they have oat milk for you fans of it!",5.0,2019-06-02,0.42954545454545456,0.6599999999999999,0.0,0.844,0.28,0.8553,POSITIVE,0.9995211362838745,85.28,4.2,5.43,4.3,5.59,5,5th and 6th grade,85.28,4.2,4.3,5.59,299
Le Cafe du,"I was very happy that this was the neighborhood café during my Airbnb stay in San Francisco.  In addition to the charming French bistro decor, they serve a French toast that is so impressive I immediately FaceTimed it to my family back home!  This beauty was so light and fluffy it was almost like a flan. And served with fresh fruit and a berry compote it was as beautiful as a little birthday cake. Definitely glad that this cafe was part of my mornings and is a great memory of San Francisco.",5.0,2019-04-20,0.5605654761904761,0.6038461538461539,0.0,0.688,0.3095,0.9873,POSITIVE,0.9997149109840393,57.23,12.9,8.43,14.6,6.88,10,14th and 15th grade,57.23,12.9,14.0,6.88,495
Le Cafe du,"5 stars:-Because you feel like you are in France-Open later than most coffee shops-cute location-Has beer and wine -Feels very neighborhoody and cozy-Has outside seatingI like how it has a little something for everyone whether it be a nice space to come and do work with a laptop, people watch at an outside table with a glass of wine, or meet up with friends for a coffee.",5.0,2019-03-11,0.1589285714285714,0.34285714285714286,0.0,0.839,0.161,0.872,POSITIVE,0.9998050332069397,28.85,25.9,9.6,33.6,8.14,5,25th and 26th grade,28.85,20.0,14.0,8.14,373
Le Cafe du,"The number one thing this cute corner cafe has going for it is it doesn't try to be trendy. You know what I mean, like the minimalist white cafes overflowing with plants and paying extra for the Instagrammable factor. Soleil is old school and it's refreshing.I'm still exploring the coffee scene, but the food is okay if you are looking for a bit. So far I've tried the Tortilla Espanol (hard pass) and the Trout Salad, which was actually pretty good and it's a mountain of salad. Overall, Soleil is better for drinks, a lite bite, strong WiFi, and good conversation. Come here if you are looking for a classic old school cafe.",3.0,2019-02-28,0.2824404761904762,0.5134803921568627,0.0,0.781,0.23419999999999996,0.9794,POSITIVE,0.9985696077346802,77.77,7.1,8.07,9.5,6.53,14,6th and 7th grade,77.77,7.1,9.5,6.53,627
Le Cafe du,"Great environment, exactly the low key place we were looking for.  Mimosa, latte, baguette...yes please.",5.0,2019-02-18,0.2625,0.575,0.138,0.585,0.635,0.6486,POSITIVE,0.9993029832839966,64.71,8.0,13.85,14.3,9.64,5,7th and 8th grade,64.71,8.0,14.0,9.64,104
Le Cafe du,"Just popped in this morning after experiencing an indifferent service and weak coffee from its neighbor down the block. A friendly good morning greeting, great coffee (always serve double shots) and lovely fresh croissants. If I lived in this neighbourhood it would be my go to place.",5.0,2019-02-18,0.09027777777777776,0.5017361111111112,0.322,0.576,0.703,0.9062,POSITIVE,0.9982011318206787,64.0,8.2,11.08,10.2,6.1,5,8th and 9th grade,64.0,8.2,10.2,6.1,284
Le Cafe du,"Excellent food, coffee was good and the ambiance is chill.  We tried the salmon sandwich and the vegetarian with hummus and they were both very good. Toilet can be cleaner.",5.0,2019-01-26,0.8799999999999999,0.5950000000000001,0.0,0.699,0.33,0.8807,POSITIVE,0.9938242435455322,73.17,6.8,8.98,8.5,6.49,4,8th and 9th grade,73.17,6.8,8.5,6.49,172
Le Cafe du,"Liked my coffee, its located at a nice chill area. Service was great, the barista was greeting everyone with a smile and a conversation..exactly how a coffee shop should be.",4.0,2018-12-30,0.4666666666666666,0.6625,0.0,0.587,0.47450000000000003,0.93,POSITIVE,0.9924696087837219,73.17,6.8,8.81,8.7,6.49,4,6th and 7th grade,73.17,6.8,8.7,6.49,173
Le Cafe du,"Walked into this beautiful cafe and decided to order their organic house brewed coffee as well as a cheese danish.  They do have a $4 credit card minimum so if you're just coming for coffee, be aware. The coffee is definitely good quality and had a fantastic flavor to it. It is on the more expensive side but that's the cost of having an ""organic"" label slapped on it. I absolutely LOVED the cheese danish. The filling was nice, creamy, fluffy cream cheese. Highly recommend ordering this. They had cream, whole milk and soy milk out. Not sure if they had other options behind the counter. There were some fruit flies by the milk.",4.0,2018-11-28,0.3314583333333334,0.6467063492063492,0.179,0.775,0.37600000000000006,0.9723,POSITIVE,0.9999665021896362,75.5,5.9,7.24,6.3,6.62,17,5th and 6th grade,75.5,5.9,6.3,6.62,631
Le Cafe du,"This was a cute cafe and alot of options. It's very inviting and many areas to sit. As we entered we were greeted by the staff and they asked us if we needed any help with the menu they could help. We ordered 2 lattes, french toast, and a ham and cheese croissant. They were all delicious and came out quickly. The atmosphere in this cafe was very calm and relaxing, a perfect place to lounge about or to get some work done. It's not too busy and a perfect place to meet up with friends. I've been here a few times with my friend and it was always a good experience. I highly recommend this place.",5.0,2018-10-21,0.4530952380952381,0.6011538461538461,0.0,0.692,0.344375,0.9907,POSITIVE,0.9988897442817688,92.12,3.6,4.92,4.4,6.44,16,4th and 5th grade,92.12,3.6,4.4,6.44,597
Le Cafe du,This is a lovely French cafe where I go to do some writing given their free and fast WiFi. This is a cafe where the evening food is just as delicious as their pastries. The service is always warm and friendly. It feels like a spot for locals. The only downside is the prices (which given SF prices is just something you have to swallow). The other thing is that the cafe doesn't have outlets so bring your laptop fully charged. The food is reliably tasty- I really enjoyed my sandwich and the salad was actually quite tasty instead of an aside. The wine list is quite comprehensive as well as opposed to the typical 3-4 options,4.0,2018-10-05,0.3775,0.5770833333333333,0.11649999999999999,0.767,0.308,0.9704,POSITIVE,0.9976982474327087,82.04,5.4,6.84,6.5,6.12,13,6th and 7th grade,82.04,5.4,6.5,6.12,627
Le Cafe du,"A must stop in your breakfast rotation in the city. Everything I've had here is right. They know how to prepare fresh food and great coffee's. Whether you know it or not, French coffee shops are your favorite.",5.0,2018-10-04,0.36190476190476195,0.5571428571428572,0.216,0.74,0.329,0.802,POSITIVE,0.999713122844696,95.67,2.3,6.12,4.7,4.94,2,4th and 5th grade,95.67,2.3,4.7,4.94,209
Le Cafe du,I can do the same thing with same quality at home at about the same time. Nothing too special worth the price but the atmosphere is the key- relax,3.0,2018-09-23,0.0,0.34107142857142864,0.0,0.786,0.0,0.4382,POSITIVE,0.9947458505630493,90.6,4.2,5.33,5.0,6.53,4,4th and 5th grade,90.6,4.2,5.0,6.53,146
Le Cafe du,"CUSTOMERS BEWARE!I went in yesterday and ordered a hazelnut iced coffee. The coffee was too acidic and I wouldn't recommend it. Maybe they were having an off day since the reviews here seem positive. What prompted me to right this review was after checking my bank account this morning, I noticed they charged $4.75 on my card when I clearly remember my total being $4 (the card minimum was $4). The cashier handed me a receipt to sign and I did. I didn't add a tip and just signed it. They must of tacked on the $0.75 later. This is totally unacceptable and unprofessional. No business should be secretly adding tips to a customer's purchase without their knowledge. I won't be back.",1.0,2018-09-23,0.037662337662337654,0.45806277056277056,0.332,0.843,0.192,-0.7148,NEGATIVE,0.9999949932098389,76.01,5.7,7.47,6.4,7.22,23,6th and 7th grade,76.01,5.7,6.4,7.22,684
Le Cafe du,Love this cafe! Came here for the first time just now. Try the chefs salad.  I will be back for sure,5.0,2018-08-24,0.4375,0.45555555555555555,0.0,0.726,0.31,0.7777,POSITIVE,0.9984639883041382,115.13,-1.2,1.34,0.0,0.35,0,2nd and 3rd grade,100.0,0.0,1.0,0.35,100
Le Cafe du,"Great little traditional café. Good options and prices, GREAT location. I recommend sitting outside if the day is sunny and nice out.",5.0,2018-08-23,0.41805555555555557,0.6285714285714287,0.0,0.433,0.5796666666666667,0.9621,POSITIVE,0.9819424748420715,72.53,5.0,8.53,6.2,6.87,4,8th and 9th grade,72.53,5.0,6.2,6.87,133
