Description,Rating
"Pro:Variety of flavorsGood sizeGreat quality of tapioca, chewy and warmEgg waffles also availableThai ice tea boba was delicious, not too sweet. Served it unmixed so I got to mix it all myself which I thought was cool/differentCon:A little pricey Despite cost, I thought the boba was quite good! Recommend drinking this boba while waiting in line for Burma superstar.",4.0 star rating
"The boba was decent.The 45-minute wait (no joke) for 2 cups of boba with 10 total people in the shop was straight up indecent.Actually, I take back the first thing I said, I ordered both drinks (white gourd and tie kuan yin) with less ice and 25% sugar. One drink was inexplicably much sweeter and had 3x as much ice as the other one.Hard. Pass.",1.0 star rating
"I am giving Little Sweet 2/5 stars because we waited 25 minutes for our bubble tea after waiting in a slow moving line to order, and it was just ridiculous. We went at 1:30pm on a Sunday for reference. Unless you are prepared to wait that long (which we weren't), I would not recommend coming here - no matter how good the tea is. That being said, the tea, the slushy and the boba were all really good. I also thought the size of the teas for the price were great. The boba tasted fresh and there was almost too much of it which is always my favorite.",2.0 star rating
I've been coming here for years and it never disappoints !! My go to is their white gourd milk tea (wintermelon) with salted cheese and boba. It's super creamy and the wintermelon flavor doesn't taste watered down like other places. Their brown sugar milk tea is just as good !' I honestly recommend anything on their menu.,5.0 star rating
When I went there wasn't that much people do I got my drink pretty fast.The drink was good and I liked the pudding! I wouldn't mind going again if I was in the area.,4.0 star rating
"Got the Tie Kuan Yin Milk Tea (type of Oolong) here and enjoyed every sip. Fast and friendly service that accepts Apple Pay. They also have salted cheese drinks, ice cream, small bites and egg puff waffles. Super small store with a community table and couple tables.",5.0 star rating
"Longest line I've ever seen and longer wait than boba guys which makes no sense.45 min - This is the longest I've ever waited for boba. I'm still waiting right now but I can't imagine non dairy milk tea to significantly blow things out of the water.--Just got the boba. High mountain tea and white gourd (winter melon) tea at 25% sweet. The high mountain is insanely bitter with very strong tea flavor. I can't even taste the milk in the milk tea. It's non dairy but it tastes like full blown iced tea on steroids. (think Chinese medicine level bitterness) The white gourd is pretty good and I would order it again.  It has a unique flavor and it is creamy. Either way, this is 45 min I'll never get back in my life. Please, please, please hire another person in the back. It shouldn't take this long to make two drinks when most of these items are premade.",1.0 star rating
My favorite boba spot in the city. I can't believe I kept passing up this place even though I live a block away. The white gourd milk tea is my go to drink. White gourd is a winter melon and it is very refreshing to drink on a hot sunny day. I have never had something like this before. It is very unique.My second favorite drink here is the high mountain milk tea. This is a little sweeter so I recommend getting it at around 50-75% sweet.The day time worker here is very friendly. She always helps me grab the straws and she gets me drink made in a fast and timely matter. Night time workers are okay but that's because this is when it is most packed.,5.0 star rating
"Oooh, I like. Ordered the Guan Yin milk tea with fresh milk. Was pretty tasty - good balance of flavors although more heavy on the tea. Price was reasonable as it came in a pretty big cup. Wait was a little long - think they only have 1 (?) or 2 (?) people back there, and there is a backlog of drinks. Not much indoor seating but I would return.",4.0 star rating
"I thought the place was quite decent - had a lot of options with various toppings. Came around at noon and it wasn't quite as packed as some of the reviews I read claimed to have experienced, so it wasn't a negative aspect of my visit. I did get a bit bored of boba when my friends wanted to come, so I decided to opt for the banana shake instead - which was delicious and the strong scent and taste of banana definitely hit the spot.",4.0 star rating
"TIMING:   - Open until 6:30pm(?) but they allowed us to sit and talk as they cleaned   - Service was really quickDRINK:    1. Roasted Oolong Milk Tea, lightly sweetened         - Milk: non-dairy creamer         - Tea: Hint of roasted oolong - lost in the sweetness of the milk         - Boba: chewy         - Portion: not enough bobaSERVICE   - Attentive   - Helpful - gave me a breakdown of what would work best for my tasteWOULD RECOMMEND?   - Yes",4.0 star rating
I like the roasted oolong milk tea 25% sweet. I like that you can choose the sweetness level as I do not like sugary drinks ( one of the reasons I don't go to most boba places). Service and quality is good.,5.0 star rating
"Waaay overhyped. I ordered a brown sugar milk tea with boba. The tea was pretty sweet even at 50% sweetness and the boba texture was way off - not only was it too soft, it was all stuck together. I shook my drink for about 30 seconds and all the boba stayed stuck in one cluster at the bottom of the drink. Good boba does not do that.Will not be returning.",2.0 star rating
"If it seems like I've been going to a lot of new boba shops lately, you're right. Moving to the Bay has meant trying out each tea store on every corner, and I am showing no signs of stopping.For a place called Little Sweet, there's a big crowd and a big menu. But after the week prior's burn with Tancca, my significant other and I decided to go back to our usual drink orders: Thai tea with honey boba and a salted cheese tea. (I still chose to mix it up with some high mountain tea, because I hadn't seen that in a while.) We got to the front of the line and our teas fast given that there were half a dozen parties waiting when we walked in. Part of the delay was that someone ordered a paper grocery bag full of milk teas. Hey man, you wanna be my friend? Anyway, it's pretty cool of them to do bulk orders like that. It would be a great spot for an afternoon office catering trip.The drinks are decently sized for the amount paid. It's on-par as far as the price goes, but I think the quality is in the upper echelon of boba shops in San Francisco. Their tea is strong (it definitely kept me up that night) and the drinks themselves aren't too sweet. I'd say a 75% sweetness level is perfect for me here because I like mine on the sugary size.The only thing I didn't like about this place was the menu formatting. Instead of having prices in a tradition $X.XX format, everything was done up in two-digit decimals, confusing me at first sight. There's also an asterisk and exclamation point legend that makes me feel like I'm doing mental gymnastics when trying to figure out whether my drink is caffeine free.Also, they charge extra if you want your drink without ice, which is annoying. I haven't tested it so I don't know if you actually get more drink with it, but it sounds nonsensical: paying more to get less.",4.0 star rating
"Love when I find good boba spots!My Taiwanese side makes me such a snob when it comes to boba, I get so picky about it. But this place really impressed me. I tried their Brown Sugar Milk Tea with an adjusted sweetness of 75%, which is the highest level of sweet I'd get for my drinks. I loved how my drink came out not too sweet because I was still able to taste the strong aroma of tea. The boba pearls were also cooked to perfection! I don't even bother going to places like Quickly's because you can easily tell how low quality it is compared to here. There was only 1 worker making all the drinks, while the other person was working as cashier. So kudos to that hardworking lady for making my drink bomb!  There was a line though, so hopefully they have more workers.",5.0 star rating
"This has been my go to spot in SF for milk teas and boba. Imo this place is highly underrated and is a local spot for boba connoisseurs who prefer strong tea flavors in their drink. Everytime I come here staff has always been welcoming and accomondating. Drinks are always consistently strong here which i prefer. If you prefer sugary milked down drinks go to the many other boba places scattered across SF. Just recently I ordered their sweet potato fries and my friend dropped them all over the floor. I told the barista and she kindly said ""it's fine I'll clean it up in a bit. Do you want a replacement ?"" I offered to pay for the 2nd batch but she refused. This was during a busy Friday to where she was handling other people's orders. Wow such courteous here. Gives me more reason to be a strong supporter other than their solid drinks Only gripe about this place is every time I come here street parking is a hassle. Though I can't blame that on the business.While my bae of boba and MT is Tiger Tea down south this is my bae of boba in SF hands down #1",5.0 star rating
"I went here with 2 friends around 3pm and this place was packed! I was surprise how crowded it was, but that's ok since a big crowd means the boba must be good! I got the brown sugar milk tea, my friend got the honey milk tea, and the other one got the high mountain milk tea with icecream and another drink because he couldn't make up his mind. It seems like they only have one size for drinks here because all of our drinks we ordered were quite big.I thought my brown sugar milk tea was good. It wasn't too sweet and my boba pieces were chewy and had a good flavor to it. I've noticed that not all boba places marinate their boba with flavor, but it seems like this one does. That is a huge plus! The boba here isn't very hard like a few other boba places I've been to in this city. It as perfectly chewy, without being too hard or too mushy. The only downside about this place is that it's a very small boba place without many places to sit.",4.0 star rating
"I ordered their passion fruit green tea and they had the best boba! It was the perfect amount of chewiness and sweetness...but it had something crystallized in them? Not sure what it was, so it did throw off the texture. At the least the taste wasn't affected! I'd recommend trying this place out. There's a few tables you could hang out at if you didn't want to grab-and-go. It's fast service and delicious boba.",4.0 star rating
"Inconspicuously tucked away in the Richmond district is this delicious coffee and pastry shop. Looking for parking on the weekend is rough but if you're willing to walk a couple blocks it's not too bad by Park Presidio for free street parking. Clean, modern atmosphere. Order at counter and grab a seat at the table. Pricing is comparable to any good coffee/pastry shop in the city like Mr. Holmes. Had the Iced 50/50 and kaya toast. The drink is delicious , half coffee and half black tea sweetened with condensed milk. Reminded me of Hong Kong milk tea, flavor was perfect not too overwhelming and definitely refreshing . I had to google what kaya meant since I never heard of it, apparently it's a popular Singaporean item. It's made with pandan and coconut milk - very smooth and not too sweet. Bread was crispy on the edges and soft on the inside. Yummy! Will have to go back and try other items in the future.",5.0 star rating
"The kaya toast is sooo good. It's a fresh baked milk bread topped with coconut and pandan jam. Extremely heavenly! I also got the Moscavado Cookie which has coconut, sesame and moscavado sugar. It was okay but I would not recommend it.I was a little disappointed because the breakfast sandwich they had on the menu didn't have the scallion jam, instead it had fermented chili. And they were out of their not-ube tart because ""sweet potato is out of season"". Two items that I really wanted to try but couldn't. One star off because I got a pretty weird vibe from the workers (except the girl, super friendly chick.) The guy who was standing at the cashier area had his back turned the entire time to make drinks and avoid customers. I felt his cold shoulder vibes the entire time I stood there trying to decide what to get. The other guy who brought out my toast handed me the plate awkwardly. He handed out forks and knives to everyone else (who ordered the toast) except for me. Strange...",4.0 star rating
"Great Service and even more delicious treats.Got the following items: instagram.com/p/BwoDj7Bh…The Kaya Toast is probably what's everything to rave, colorful, instagram friendly, and delicious.My only hang up on this place is, I wish the seating was a bit more comfortable and a bit more outlets. But of course, you have to strike a balance because you don't want people to camp at your spot all day like a Starbucks.Cheers, keep up the great work!",4.0 star rating
"Yay, I'm their 100th reviews!!!1) Do yourself a favor an get their Kaya Toast. It's UH-MAZING!!! 2) Char Siu Sandwich with their glazed sauce and roasted pork was delicious an great to share with others. 3) Anko sticky bun was so so for me. My least favorites. 4) Cucumber and avocado salad had great texture & crunch. 5) Friendly and accommodating staff. Definitely will come back to try other things on their menu. I hope you give this lovely place a try. Cheers! The simple things in life.",5.0 star rating
"I've been to Breadbelly a couple of times, and the food is really good, and really pretty. I can see why it's popular with those who are active on Instagram. The food they offer is Asian-influenced. I really like the pandan toast, which is a coconut spread. Pandan is popular in the Philippines. Because it's a vibrant green, it's really pretty in pictures. Another delicious snack offered is their curry, which a fried dumpling with chicken curry inside. I've also tried their sticky bun, butter mochi, and the ham/cheese ensaymada. Out of the three, I really enjoyed the ensaymada. The cheese and ham are sprinkled throughout the pastry, so you don't miss out on any ingredient with each bite. The sticky bun was good too, preferably warm.  I didn't like the butter mochi much. Since the space is small, it gets crowded fast. When I wanted to dine in, the employee said I could ask one of the single diners if they don't mind sharing a table. I was eyeing a table to ask, but after I paid, that diner left. The women next to that table took it, and said their friend was sitting there. So I ended up eating at one of the small counters they have where you have to stand. By the time I was done with my ensaymada, their ""friend"" still hadn't shown up.  Most of their patrons are locals, who definitely take their time, which is fine. But I find the rest of their patrons, tbh, annoying, and so I plan on going back very early in the morning to avoid the crowd, and to get a table.However, the employees are very, very nice! They're very welcoming and are happy to talk to you about the menu and answer any questions you have. They are pricey, but it's high quality and you shouldn't miss out.",4.0 star rating
"I'm a big fan of Asian pastries and when I found out that Breadbelly was finally opening their own restaurant/cafe, I HAD to go. What originally caught my attention was their Kaya Toast. I absolutely love pandan flavored anything and kaya is pandan in a sweet spreadable form. The fact that it was spread atop a fluffy piece of toasted brioche bread sold me. I wanted it. I also wanted to try their porridge but my friends were against eating at Breadbelly for lunch since the lunch menu is limited and on the pricier side for the portion size. So... we settled on ordering almost every pastry :) Kaya Toast: Fluffy brioche topped with a THICK layer of kaya jam. While it was delicious, it was extremely sweet and definitely something to share with others. Aesthetically it looked great!Not Ube Tart: Maybe my favorite! Not surprised since there's purple sweet potato inside. The tart crust was buttery and flakey, the sweet potato filling wasn't too sweet, and the meringue + salted egg yolk shavings added lightness to the pastry. Good use of textures and flavors!Brown Butter Mochi: Chewy like mochi, dense, and of course, buttery. It was good but I wouldn't get it again. If you like butter mochi or haven't had it before, try it!Ham and Cheese Ensaymada: My least favorite and only because I'm not a fan of savory pastries. My bf liked it, I think it was his favorite. I recommend it if you like savory pastries and think the flavor combo is interesting. Choco-Soba Ko-Cookie: Tied for favorite with the Not Ube Tart. I know it looks like a double chocolate chip cookie but it's different! I believe it's made using buckwheat flour (soba), making it a little earthier and sososo good! I would definitely get this again. Persimmon Satsuma Almond Cookie: The cookie base is a butter/shortbread book probably made using almond flour/almond extract? I really enjoyed the dried persimmon in the center. Kinda like thumbprint cookies! Not a must order but still worth trying. It makes me so happy when new bakeries pop up making traditional Asian pastries/flavors more appealing to people who might not have tried these flavors before. The pastry chefs at Breadbelly make their creations tasty and flavorful and combine flavors that aren't typically combined and they become pretty pieces of edible art. I'm a fan! And I'll be back to try their non-pastry items :)",5.0 star rating
"The kaya toast is wonderfully fluffy, served warm, and is ""not too sweet"" when you get the right ratio of coconut pandan jam in each bite :) I enjoyed the not-ube-tart but wouldn't go out of my way to get it again; I ordered it knowing full and well that I wanted taro, not purple yam, but then again... it's in the name.Really friendly service. I appreciate the option of coffee or beer - it's kind of hard to find a cafe/bakeshop type of place that'll serve alcohol, so Breadbelly really hits the mark. Perfect for breakfast, brunch, or just a snack. It looks like the neighborhood's welcomed Breadbelly with open arms, as there's a line out the door in the mornings. When I've stopped by around 1:30pm or so on the weekends, there's hardly a wait and plenty of tables to choose from.My favorite things, hands down, are the savory options. The breakfast sandwiches are fantastic! I like the char siu sandwich (so tasty, with homemade bread), but the price point comes in a little too high for what I feel like I can satisfy at dim sum.",4.0 star rating
"Finally, kaya toast makes it to SF! I'm a huge fan of kaya (been eating homemade kaya toast since I was a kid) and so was initially skeptical of the toast at Breadbelly. It looks a little neon green, but it's surprisingly delicious. The bread is thick, soft, and slightly salted--and the kaya is sweet. For anyone who doesn't know what kaya is, it's basically a delicious, dessert-like coconut and pandan paste. I'd definitely recommend trying it at Breadbelly!I also tried the sesame horchata, which tasted like black sesame milk with some cinnamon on top. Next time, I'll be back to try the brown sugar mochi with peanuts. Cute interior, too! Lots of natural lighting, hipster cafe-like vibes.",5.0 star rating
"It's great to see a pop-up gain such a following that it goes bricks-and-mortar. Breadbelly's founders bring Michelin-starred experience to their new venture, where they serve Asian-inspired pastries and baked goods that are not only packed with unique, interesting flavors, but are also perfect for Instagramming or other food p*rn purposes. The ""not ube"" tart, while quite petite, was dense and subtly flavorful enough to leave a sophisticated impression. The gyeran bbang (sweet corn bread with Korean chili, cheese, soft egg), while also petite, was a slightly more savory way to ease into the morning.None of the flavors will be overwhelming or cloying, but I think this is part of the point. And while you'll pay a pretty penny for everything here, you're getting items that are meticulously crafted and represent an inspired fusion of cultures and ingredients. Exactly what the Bay Area is all about.",4.0 star rating
"I wasn't expecting the kaya toast to be anything special, but it was amazingly. I don't usually like kaya Toast because it's so sweet, but breadbelly's kaya Toast paired with unsweetened coffee is perfect. The bread was so fluffy and buttery. The coffee was strong and had a nice dark roast. The place is a little small with limited seating but if you go on a weekday you should be fine.",5.0 star rating
"A few things! location doesn't have the best parking, however. the atmosphere is very clean and neat. i ordered the sesame horchata which was on the sweeter side and thick. definitely had both flavors! i also got the kaya toast because everyone was raving about it. It was a thick soft toast with pandan cream over it. which was powerful in flavor, however was too sweet after a few bites. finally, i got the red bean anko sticky bun. i really didn't like this one. flavor was weird. overall, this place is okay. took a while to get my drink and toast, given there weren't any other customers at the time",3.0 star rating
"After seeing so many pictures of the Kaya Toast from Breadbelly on Instagram, I was determined to go and persuaded my friend to go with me. We had a lovely time talking and catching up at the cute, cozy cafe, but the delicious treats soon were the only things that were on our minds when we took our first bite. Food:- Kaya Toast--$6My friend and I were absolutely blown away by this toast, and after one bite we were very tempted to buy one more. The toast used Breadbelly's milk bread, which was incredibly fluffy, soft, toasted to perfection, and buttery. The coconut-pandan jam on top was pleasantly sweet and creamy, and the flakes of sea salt sprinkled on top cut through the sweetness and brought all the flavors together. A new favorite toast that I will definitely be back for!- ""Not Ube!"" Tart--$7Another well-composed treat with sweet and salty elements, and a variety of textures. The torched meringue on top was incredibly creamy and airy and was the perfect complement to the chunky yet smooth purple sweet potato filling (hence ""not ube""). Shavings of salted egg yolk on top added a unique salty element to balance out the flavors. The tart crust was buttery and flaky too. Tips:- We arrived around 3 pm on a Friday and there was no line and spaces open at the tables. Highly suggest coming in during an off hour to enjoy the food in the store. The plates, interior decor, and brightly painted storefront must be enjoyed!",5.0 star rating
"Everything about Breadbelly is delightful! The cafe's food is yummy and their ceramic cups/plates are beautiful. We came on a Saturday morning and fortunately there was parking and plenty of tables inside.We ordered their kaya toast, their roasted garlic toast, ube tart, and the black sesame horchata drink. Both of the toasts were delicious. The pandan flavor on the kaya jam was flavorful but in my opinion, there was a bit too much. Ube tart was very sweet. The tart part reminded me of the classic Chinese egg tart pastry- thought it was an interesting twist. Tasted like what you'd expect (wish marshmallow wasn't that sweet). The only downside is that it's kinda pricy. They also forgot one of our orders but they were very nice about it and refunded me.",4.0 star rating
"Finally got to try Breadbelly today, and it didn't disappoint. This Asian American bakery started by two Atelier Crenn alums first caught my attention from Instagram, where they were advertising pastry boxes before the actual store opened. Everything is instaworthy, but the Not Ube tart was the stand out item for me. Interior: small but crowded on a Sunday Food: I tried 3 pastries and 2 drinks for $27- Not Ube Tart: The most delicious thing I had here. It's flakey, made of potato, and topped with the perfect cloud of cream and sugar. -Brown Butter mochi: I wasn't a huge fan of this, especially after the tart, and it tasted okay- Sesame cookie: this was pretty and wrapped up real nicely, but it tasted okay too. The sesame flavor is strong. -Sesame horchata: thick and yummy, with full on sesame flavor, if that's your thing. I haven't had anything like it before. I want to come back for the Kaya Toast since everyone was ordering it, but my belly was too full of bread :p",4.0 star rating
"Super cute cafe with good food and completely worth a return visit! Actually left the place wishing I lived in the area, since I would love to make this a frequent neighborhood spot. It's kind of a hipster Asian American trendy cafe? That's the only way I can describe it but it's so so good - a lot of the food here reminds me of updated takes on food I would eat at friends' houses at home. Highly recommend the kaya toast (coconut pandan jam) - very sweet without being saccharine and the bread itself is also really good. Also recommend the char siu sandwich. The bread is really good and soft and the pork was fantastic. I also got the 50-50 (half tea half coffee sweetened with condensed milk) and the Anko sticky bun!",5.0 star rating
"It's been about 2 months since they've opened their doors and things are looking great!  Awesome weekend crowd and plenty of offerings still available on Sunday around noon.  We came back to get a few of our favorites along with trying their ""not ube"" tart + the 50/50 drink, both were excellent as well.  Loved the salted egg yolk shavings on the tart, it's very unique and a great mix of sweet + savory.Definitely a great addition to the neighborhood.  If you haven't been by yet, go early in the day and give them a try!",5.0 star rating
"Beautiful, adorable breakfast/brunch place with creamy bread and photogenic, quirky baked goods. My friend and I were craving savory food, so we ordered the breakfast sandwich and egg pocket. I also got a black sesame horchata out of curiosity and my love of anything black sesame. Overall, this cute place is definitely worth checking out and splurging on at least once.The breakfast sandwich was warm and toasted to perfection. The red pepper spread was too spicy for me (I'm not a fan of spicy food), but my friend loved it. It's like a gourmet twist to a breakfast classic, a bit expensive though for the size (like $8).I was a little skeptical at first of the egg pocket being cold (I'm not a fan of cold asparagus or cold bread) but the biting into the freshness of the bread combined with the creamy egg salad made me forget all of my initial doubts. I inhaled that delicious egg pocket.The black sesame horchata was the most delicious (then again, it's literally a hybrid of two of my favorite flavors, horchata and black sesame so I'm biased). I'm so glad that I wasn't ""cheated"" as usual and the tall glass had the perfect amount of ice in it rather than way too much. It was creamy, sweet but not too sweet, and tasted like rice-y black sesame. I was okay with not being able to taste the cinnamon, since I'm pretty sure it would clash with the sesame.If I come back to treat myself one day, I will definitely try their famous pandan toast and yummy-looking cake.",5.0 star rating
Kaya toast - 5/5Cappuccino - 4/5Anko sticky bun -4.5/5Not ube tart - 3.5/5Service - 4/5,4.0 star rating
"Such a cute little place!! Came here on a Friday afternoon. Was on the search for a place that had Oatly oat milk (most places have run out and are unable to restock due to a shortage). FARLEY'S STILL HAD OATLY!!I got an iced latte with oat milk and WOW. That's some good espresso. The latte tasted bold yet super smooth!! Not bitter at all!! The drink was less than $6, which is kinda rare for an oat milk latte!! Around $5 is still a lot for coffee, but it's kinda actually not terrible based off of prices in the area. The barista I ordered from was super friendly!!There's an outdoor parklet area that's wonderful for people watching. There's also a huge magazine corner inside with a Bottom line: Amaaazing latte!! Such a nice place to get some work done. Or to wait for a table at Plow...write your name on the list and head on over to Farley's to kill time during your 2 hour wait for brunch. Or get your drink to go and walk up and down the 21% grade streets of Potrero Hill. That's how we do it in SF. We wait for brunch like our lives depend on it. Anything for some good breakfast potatoes. ANYTHING. We also like to complain about the hills. I'll be back!! I really wanna try the golden milk latte!! Kinda pricy. But better than what you'll find at a lot of places in the area",5.0 star rating
"Dropped by on a Monday morning while waiting for a table at Plow. I was about to get my usual (a cappuccino) when I saw that they had a Golden Milk Tumeric Latte! I got excited and ordered it with oat milk - Oatly is the best! The woman at the counter was super friendly which made the experience all the better.  The shop itself was filled with people working on their laptops, reading, playing games, and families enjoying each other's company. I spent an hour sitting at the booth by the window reading a book and enjoying my latte. I really enjoyed my time there. Looking forward to coming back here!",4.0 star rating
"I popped by Farley's on MLK Jr. Day for a quick coffee. It's definitely nice and cozy here, and not too hipster. There's a good mix of people around...I don't think t-shirts, flip flops, or AirPods count as hipster...neither do MacBooks, conversations, reading, or board games.What was good:-The coffee is affordable. $3.90 for a cappuccino!-Lots of seating around.-Street parking in the area.-Music is good(hiphop/rnb/pop while I was there)-Lots of natural sunlight What was just alright:-The music was a tad loud-Nothing else!",4.0 star rating
"I decided to stop by for my caffeine fix while waiting for a table at Plow to open up. The menu consisted of coffees that were different than what you would order at Starbucks, more interesting options. Prices are a little on the higher side in my opinion. The service is decent as well.",4.0 star rating
This is really a Hipsterville cafe. I wanted a cup of coffee and walked into a place full of hipsters mulling around the tables with laptops everywhere.  The latte was really good and for a moment made me want to give up chain coffee like Peet's and Starbucks.  They have a cute corner magazine section where folks would survey the mags but I didn't see anyone buy any. Long lines for a weekday around noon. Don't these hipsters even work?,4.0 star rating
"Quaint, comfortable coffee shop on Potrero Hill!  Good service and nice drinks.  Has board games too.",5.0 star rating
"The cashier makes fun of people who are on the spectrum. Very rude, inconsiderate jerk-offs work here. There's better coffee just a few shops down, on the same block. Go there instead. It'll be less crowded and you won't have to deal with these snobby asshats.",1.0 star rating
"This is a super cute coffee shop in Potrero Hill. I love the matcha latte here. The place itself is also super spacious and has great lighting, and a lot of random magazines/books for those looking to read a little. There's plenty of seating and tables also for others who are looking to do some work or study sessions!They have a really cute outdoor seating area too, which I personally love because sitting outside is really nice when it's not too cold or windy.",5.0 star rating
"Awesome local coffee shop. Came in while we waited for a table next door and the Golden Milk Latte turned out to be the highlight of my morning. It was delicious, kinda like a chai on steroids. The pastries looked delicious but would of loved a gluten free option. Loved that they were holding a food drive and also offered board games and reading. This is a coffee shop to come socialize or read vs work on your computer.",4.0 star rating
"What I really like about this place, besides the wonderful staff, is that it's not a trendy techie hangout with everyone glued to their device (at least on the evening we were there). It felt very relaxing because of this...it's a place for a break...a coffee break :)They have board games, a great selection of magazines, a vintage typewriter for sharing poetry, and live music on the night we were there. Did I mention the wonderful staff?! And the bundt cake is heavenly.",5.0 star rating
Awesome coffee with a friendly vibe. Check this place out when you are in SF. Great selection of magazines and tables to work from,5.0 star rating
"I recommend this as an ideal coffee stop as you patiently wait the 45min -1hr wait for Plow a block away that is a must for breakfast or brunch.  Farley's has a delicious selection of coffees, Gourmet coffee drinks and yes, magazines.  You may be fortunate enough to get a mocha drink signed in chocolate syrup.You can easily lose sense of time just relaxing here in the cozy interior or just outside on a patio that is shared by a few businesses.Parking- no issues finding spots but be prepared to hike the steep inclines on Texas street!-Dog friendly-Corner bookstore a block away",4.0 star rating
Highlights: the carrot zucchini walnut bread was absolutely delicious. They give you a solid chunk; Id return to get it againLow: The espresso macchiato tasted burnt and acidic. Probably one of the worst I've had.,3.0 star rating
"(3.5 stars) Really solid drip coffee, plenty of seating, and a unique neighborhood-like feel. However, the seating is remarkably uncomfortable and it seems like every table is wobbly. The walls have a back panel that sticks out which provides support but is neither comfortable nor conducive for reading. The outdoor patio area does look pretty snazzy though.",3.0 star rating
"The chai was worth the stair climber. Not sure why there isn't an ADA entrance and bathroom Very sketchy for someone with a walker. Went in evening, 2 people behind counter making strange animal sounds. Hot chocolate without whip cream??????How can that be?!?!Don't attempt is in wheelchair or walker.Big bummer",2.0 star rating
"Great place to work on your laptop or catch up with friends over a hot coffee. They serve small bites, too. I liked my oat milk latte to stay along with the coconut milk chia pudding- super yummy!",4.0 star rating
"Cute cafe in Potrero Hill! I wish I had spent more time here, because it seems like a great place to pull out a book and read or catch up with friends. I ordered the Golden Milk latte with oat milk and it was definitely one of the tastier ones that I've had, having the perfect balance between sweet and spicy. Service was very pleasant and friendly and I like how they have a typewriter in the back near the magazines!",5.0 star rating
"My favourite place to study so far in SF. There are plenty of seating and the entire space is cozy, modern and clean. Parking is 2 hours on weekdays but there are plenty of 90 degree spots around the neighbourhood, so I wouldn't worry about that. I also like the fact that the neighbourhood is not too busy, which is a big problem for me when I go study, when there's a ton of traffic and people constantly coming in and out. At the same time, this is not one of those tiny cafes with extemely crowded space where you get distracted either by dead silence, or can hear every word of the conversatoon from the table next to you.",5.0 star rating
"Cute cafe in Potrero with indoor and outdoor seating. The cafe is pretty poppin so it may be difficult to find seating inside (especially on weekend afternoons), but I recommend this cafe if you're looking to chill with a book (no outlets)! Not so good for heart to heart conversations because tables are so close to each other unless you don't mind people hearing you get rejected and almost cry during a determine-the-relationship talk for example",4.0 star rating
"One of my favorite spots in the city! A very cute Portuguese style cafe with good coffee and even better food. My favorite things to get are the breakfast board, banana bread, the chia bowl, and my guilty pleasure - a mimosa! The breakfast board comes on a chopping board with a few slices of ham, a warmed baguette, softened butter, and Portuguese cheese (I don't know my cheeses, but I'd say it tastes like a creamier Parmesan). For $7 it's quite filling, though the only downside is you have the slice the baguette yourself, which is a real arm workout since we were only provided with a butter knife. The banana bread warmed up is amazing, especially with the warmed butter it comes with. They're also quite generous with the mimosa, filled to the brim for $7! Check this place out if you're looking for a chill cafe in the Mission. It's a good place to spend a few hours studying at as well since there are outlets on both sides of the wall! No laptops until 2PM on the outlet tables on weekends though!",5.0 star rating
"I have a Sunday ritual of visiting a different coffee shop every weekend and enjoying an Americano and a good lunch. I thought I should start leaving reviews on these based on three criteria (5 being the best): Food, ambiance, and extras. You're probably wondering why I'm not grading on coffee? Well because I'm not an expert, but what I do know about is the above topics. Food: 5They have a tasty variety of options that range from small bites like a toast or for larger appetites they have sandwiches and salads. I had the avocado toast which was good, fresh, and I liked the chili oil that was drizzled on top too. I had been here once before, and I'm pretty sure I got a salad and was happy with that also.Ambiance: 4This cafe was so cute and bright. Plenty of seating and plugs along the walls. There wasn't anything super special about it, but I was comfortable, and the natural light is critical. They did have a little bit of a fly issue... but they flew pretty high that they weren't a real bother. Staff was friendly didn't go much out of their way, but helpful when asked. Extras: 3They had reliable free wifi, which is a must and they had a table or two outside in case of a beautiful day. Other than that, there wasn't much more to tout about.",4.0 star rating
My rating is for the Latte only.  Have not tried anything else yet.I usually buy coffee at Pete's or Starbucks but I was in the area and my friend offered me a Latte.   I was looking forward to it because the Cafe has good ratings.   Unfortunately the Latte did not live up to my expectations .My friend got a coffee and food item and was happy with their purchase so I guess it's just hit or.miss.Back to Pete's for me,2.0 star rating
Their vegan apple muffin is great. I'm not a fan of vegan... anything lol but this one was actually good. Their coffee was bleh. I was a bit disappointed on that as seeing that coffee is king in San Francisco and for the price they charge I expected at least good coffee,3.0 star rating
Quick take: Love this spot for a lazy Sunday brunchThis place has really great breakfast and brunch items. St. Jorge is a CA/Portuguese inspired cafe. Very fresh and organic foods. This place is a small spot. We have been lucky and got a table both times we came in. The line moves fast but you do have time to decide what to order while waiting in line.Baked egg breakfast slider: Add ham/avocadoOrange blossom waffle:Add fruitOrange SumoSpicy Chai LatteWe ordered a panini sandwich....it had pesto in it. For the life of me I can't remember the name of the sandwich.Looking forward to trying new items.Service is ok. Not a positive or negative experience. Neutral. They do their job.,4.0 star rating
"Real five star place - food, service, ambiance, location and above all nice friendly people. Love this place and would recommend any day.",5.0 star rating
"The best place to chill out and have your early breakfast, as there are free street parking until 9 am. The place is nice and warm, with rest staff. Love the food and the Art Deco. Come one, come all.",5.0 star rating
